,eid,timestamp,activity,vacancies,managers,applicants,applications,recruiters,offers
236,237,2019-05-30 12:11:44+00:00,assign vacancy,['Vacancy[550003] - Programmer'],,,['Application[770002]'],,
237,238,2019-05-30 12:31:02+00:00,assign recruiter,,,,['Application[770076]'],"['Ed Keane', 'Jana Keane', 'Dionne Hense']",
238,239,2019-05-30 12:41:15+00:00,submit application,['Vacancy[550015] - Consultant'],,['Angela Neumann'],['Application[770097]'],,
239,240,2019-05-30 12:53:33+00:00,check references,,,,['Application[770025]'],"['Jana Keane', 'Simon Hense']",
240,241,2019-05-30 13:09:15+00:00,assign recruiter,,,,['Application[770080]'],"['Jana Keane', 'Dionne Hense', 'Jana Hense']",
241,242,2019-05-30 13:27:05+00:00,open vacancy,['Vacancy[550017] - Consultant'],['Bastian Nominacher'],,,,
242,243,2019-05-30 13:47:29+00:00,first screening,,,,['Application[770079]'],['Jana Hense'],
243,244,2019-05-30 13:47:42+00:00,assign recruiter,,,,['Application[770030]'],"['Ed Meister', 'Simon Kershaw', 'Dionne Hense']",
244,245,2019-05-30 13:53:13+00:00,first screening,,,,['Application[770002]'],['Jana Meister'],
245,246,2019-05-30 14:06:50+00:00,submit application,,,['Vanessa Davis'],['Application[770098]'],,
246,247,2019-05-30 14:07:54+00:00,check references,,,,['Application[770022]'],"['Simon Geisler', 'Simon Meister']",
247,248,2019-05-30 14:45:16+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770080]'],,
248,249,2019-05-30 14:51:10+00:00,submit application,,,['Pete Smith'],['Application[770099]'],,
249,250,2019-05-30 14:56:56+00:00,send rejection,,,['Mary Zimmermann'],['Application[770084]'],['Simon Kershaw'],
250,251,2019-05-30 15:01:42+00:00,assign recruiter,,,,['Application[770051]'],"['Dionne Kershaw', 'Jana Kershaw', 'Jana Meister']",
251,252,2019-05-30 15:03:38+00:00,first screening,,,,['Application[770042]'],['Ed Hense'],
252,253,2019-05-30 15:06:44+00:00,assign recruiter,,,,['Application[770056]'],"['Dionne Kershaw', 'Simon Keane', 'Simon Hense']",
253,254,2019-05-30 15:21:48+00:00,first screening,,,,['Application[770063]'],['Dionne Meister'],
254,255,2019-05-30 15:26:44+00:00,first screening,,,,['Application[770021]'],['Dionne Hense'],
255,256,2019-05-30 15:39:52+00:00,first screening,,,,['Application[770034]'],['Ed Keane'],
256,257,2019-05-30 16:00:42+00:00,assign vacancy,['Vacancy[550002] - Consultant'],,,['Application[770019]'],,
257,258,2019-05-30 16:26:39+00:00,submit application,['Vacancy[550004] - Programmer'],,['Pete Davis'],['Application[770100]'],,
258,259,2019-05-30 16:57:52+00:00,assign vacancy,['Vacancy[550011] - Programmer'],,,['Application[770004]'],,
259,260,2019-05-30 17:23:24+00:00,first screening,,,,['Application[770088]'],['Dionne Geisler'],
260,261,2019-05-30 17:23:59+00:00,assign vacancy,['Vacancy[550006] - Programmer'],,,['Application[770050]'],,
261,262,2019-05-30 17:35:56+00:00,first screening,,,,['Application[770069]'],['Dionne Hense'],
262,263,2019-05-30 17:48:37+00:00,submit application,['Vacancy[550002] - Consultant'],,['Dave Weber'],['Application[770101]'],,
263,264,2019-05-30 18:05:53+00:00,send rejection,,,['Pete Neumann'],['Application[770079]'],['Jana Hense'],
264,265,2019-05-30 20:05:53+00:00,submit application,['Vacancy[550007] - Consultant'],,['Ray Schmidt'],['Application[770102]'],,
265,266,2019-05-30 23:58:35+00:00,submit application,['Vacancy[550001] - Manager'],,['Mary Wang'],['Application[770103]'],,
266,267,2019-05-31 06:51:10+00:00,open vacancy,['Vacancy[550018] - Programmer'],['Ariel Bardin'],,,,
267,268,2019-05-31 07:14:57+00:00,submit application,,,['Mary Weber'],['Application[770104]'],,
268,269,2019-05-31 07:38:13+00:00,assign recruiter,,,,['Application[770087]'],"['Simon Keane', 'Dionne Kershaw', 'Jana Keane']",
269,270,2019-05-31 07:59:17+00:00,submit application,['Vacancy[550004] - Programmer'],,['Dave Jones'],['Application[770105]'],,
270,271,2019-05-31 09:21:19+00:00,assign recruiter,,,,['Application[770101]'],"['Ed Geisler', 'Simon Kershaw', 'Dionne Geisler']",
271,272,2019-05-31 09:37:36+00:00,send rejection,,,['Andre Li'],['Application[770031]'],['Dionne Kershaw'],
272,273,2019-05-31 09:42:15+00:00,assign recruiter,,,,['Application[770098]'],"['Jana Hense', 'Dionne Meister', 'Ed Meister']",
273,274,2019-05-31 09:42:53+00:00,submit application,['Vacancy[550005] - Programmer'],,['Lisa Taylor'],['Application[770106]'],,
274,275,2019-05-31 09:48:07+00:00,first screening,,,,['Application[770019]'],['Ed Kershaw'],
275,276,2019-05-31 09:50:15+00:00,assign recruiter,,,,['Application[770089]'],"['Dionne Keane', 'Jana Meister', 'Jana Geisler']",
276,277,2019-05-31 10:22:48+00:00,check references,,,,['Application[770013]'],"['Ed Geisler', 'Dionne Geisler']",
277,278,2019-05-31 10:23:32+00:00,check references,,,,['Application[770042]'],"['Simon Keane', 'Ed Meister']",
278,279,2019-05-31 10:24:59+00:00,assign recruiter,,,,['Application[770100]'],"['Ed Hense', 'Dionne Hense', 'Simon Kershaw']",
279,280,2019-05-31 10:31:37+00:00,assign vacancy,['Vacancy[550005] - Programmer'],,,['Application[770081]'],,
280,281,2019-05-31 11:03:57+00:00,check references,,,,['Application[770036]'],"['Dionne Kershaw', 'Jana Keane']",
281,282,2019-05-31 11:10:06+00:00,submit application,['Vacancy[550003] - Programmer'],,['Andre Brown'],['Application[770107]'],,
282,283,2019-05-31 11:54:26+00:00,submit application,,,['Stephan Pietersen'],['Application[770108]'],,
283,284,2019-05-31 12:01:08+00:00,first screening,,,,['Application[770077]'],['Simon Hense'],
284,285,2019-05-31 12:39:15+00:00,check references,,,,['Application[770028]'],"['Simon Meister', 'Dionne Keane']",
285,286,2019-05-31 13:03:35+00:00,assign recruiter,,,,['Application[770105]'],"['Simon Kershaw', 'Simon Hense', 'Ed Keane']",
286,287,2019-05-31 13:25:21+00:00,first screening,,,,['Application[770056]'],['Dionne Kershaw'],
287,288,2019-05-31 13:33:11+00:00,submit application,['Vacancy[550014] - Manager'],,['Sue Lemmens'],['Application[770109]'],,
288,289,2019-05-31 13:49:24+00:00,check references,,,,['Application[770038]'],"['Jana Kershaw', 'Jana Geisler']",
289,290,2019-05-31 14:10:02+00:00,check references,,,,['Application[770052]'],"['Jana Kershaw', 'Dionne Geisler']",
290,291,2019-05-31 14:13:59+00:00,assign recruiter,,,,['Application[770107]'],"['Dionne Meister', 'Simon Geisler', 'Simon Keane']",
291,292,2019-05-31 14:14:54+00:00,first screening,,,,['Application[770087]'],['Simon Keane'],
292,293,2019-05-31 14:25:42+00:00,open vacancy,['Vacancy[550019] - Manager'],['Vaishnavi Sashikanth'],,,,
293,294,2019-05-31 14:26:07+00:00,check references,,,,['Application[770047]'],"['Dionne Meister', 'Ed Hense']",
294,295,2019-05-31 14:50:42+00:00,submit application,,,['Detlef Jones'],['Application[770110]'],,
295,296,2019-05-31 14:50:57+00:00,first screening,,,,['Application[770076]'],['Ed Keane'],
296,297,2019-05-31 14:57:01+00:00,assign recruiter,,,,['Application[770018]'],"['Dionne Geisler', 'Dionne Hense', 'Simon Hense']",
297,298,2019-05-31 15:33:08+00:00,assign vacancy,['Vacancy[550004] - Programmer'],,,['Application[770030]'],,
298,299,2019-05-31 15:38:32+00:00,first screening,,,,['Application[770004]'],['Dionne Geisler'],
299,300,2019-05-31 15:38:48+00:00,first screening,,,,['Application[770089]'],['Dionne Keane'],
300,301,2019-05-31 16:25:44+00:00,submit application,,,['Johan Weber'],['Application[770111]'],,
301,302,2019-05-31 17:45:51+00:00,submit application,,,['Johan Brown'],['Application[770112]'],,
302,303,2019-05-31 18:04:07+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770051]'],,
303,304,2019-05-31 20:00:21+00:00,submit application,,,['Ray Li'],['Application[770113]'],,
304,305,2019-06-01 07:07:23+00:00,submit application,['Vacancy[550008] - Consultant'],,['Andre Wang'],['Application[770114]'],,
305,306,2019-06-01 14:38:03+00:00,submit application,['Vacancy[550018] - Programmer'],,['Sonia Lemmens'],['Application[770115]'],,
306,307,2019-06-02 09:15:22+00:00,submit application,,,['Andre Wagner'],['Application[770116]'],,
307,308,2019-06-02 12:30:12+00:00,open vacancy,['Vacancy[550020] - Consultant'],['Martin Klenk'],,,,
308,309,2019-06-02 16:54:01+00:00,submit application,,,['Andre Jansen'],['Application[770117]'],,
309,310,2019-06-03 04:05:19+00:00,submit application,,,['Sonia Pietersen'],['Application[770118]'],,
310,311,2019-06-03 07:02:04+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770098]'],,
311,312,2019-06-03 07:08:10+00:00,submit application,['Vacancy[550006] - Programmer'],,['Toon Park'],['Application[770119]'],,
312,313,2019-06-03 07:18:54+00:00,first screening,,,,['Application[770107]'],['Dionne Meister'],
313,314,2019-06-03 07:52:30+00:00,submit application,,,['Detlef Pietersen'],['Application[770120]'],,
314,315,2019-06-03 08:11:41+00:00,check references,,,,['Application[770046]'],"['Dionne Keane', 'Simon Meister']",
315,316,2019-06-03 08:13:19+00:00,send rejection,,,['Ray Davis'],['Application[770024]'],['Simon Geisler'],
316,317,2019-06-03 08:34:47+00:00,first screening,,,,['Application[770081]'],['Ed Geisler'],
317,318,2019-06-03 08:48:55+00:00,first screening,,,,['Application[770101]'],['Ed Geisler'],
318,319,2019-06-03 09:17:49+00:00,assign recruiter,,,,['Application[770075]'],"['Simon Kershaw', 'Simon Meister', 'Ed Hense']",
319,320,2019-06-03 09:29:20+00:00,submit application,['Vacancy[550018] - Programmer'],,['Mary Zimmermann'],['Application[770121]'],,
320,321,2019-06-03 09:30:46+00:00,assign vacancy,['Vacancy[550002] - Consultant'],,,['Application[770018]'],,
321,322,2019-06-03 10:29:50+00:00,check references,,,,['Application[770087]'],"['Dionne Kershaw', 'Jana Keane']",
322,323,2019-06-03 10:38:37+00:00,check references,,,,['Application[770077]'],"['Dionne Kershaw', 'Ed Meister']",
323,324,2019-06-03 10:42:59+00:00,submit application,,,['Lisa Lopez'],['Application[770122]'],,
324,325,2019-06-03 10:54:47+00:00,assign recruiter,,,,['Application[770119]'],"['Jana Keane', 'Ed Hense', 'Jana Meister']",
325,326,2019-06-03 11:19:32+00:00,send rejection,,,['Vanessa Johnson'],['Application[770021]'],['Dionne Hense'],
326,327,2019-06-03 11:46:43+00:00,first screening,,,,['Application[770100]'],['Ed Hense'],
327,328,2019-06-03 12:10:18+00:00,submit application,,,['Mary Jones'],['Application[770123]'],,
328,329,2019-06-03 12:11:34+00:00,open vacancy,['Vacancy[550021] - Programmer'],['Vaishnavi Sashikanth'],,,,
329,330,2019-06-03 12:27:53+00:00,check references,,,,['Application[770069]'],"['Ed Hense', 'Jana Geisler']",
330,331,2019-06-03 12:54:38+00:00,submit application,['Vacancy[550021] - Programmer'],,['Sonia Smith'],['Application[770124]'],,
331,332,2019-06-03 12:55:12+00:00,send rejection,,,['Vanessa Lemmens'],['Application[770007]'],['Simon Kershaw'],
332,333,2019-06-03 13:02:50+00:00,first screening,,,,['Application[770105]'],['Simon Kershaw'],
333,334,2019-06-03 13:23:50+00:00,assign recruiter,,,,['Application[770115]'],"['Dionne Meister', 'Dionne Keane', 'Ed Meister']",
334,335,2019-06-03 13:28:48+00:00,check references,,,,['Application[770019]'],"['Jana Geisler', 'Ed Keane']",
335,336,2019-06-03 14:01:05+00:00,assign recruiter,,,,['Application[770033]'],"['Ed Meister', 'Jana Hense', 'Ed Keane']",
336,337,2019-06-03 14:23:12+00:00,first screening,,,,['Application[770051]'],['Dionne Kershaw'],
337,338,2019-06-03 14:28:49+00:00,assign recruiter,,,,['Application[770057]'],"['Jana Keane', 'Ed Hense', 'Dionne Geisler']",
338,339,2019-06-03 14:33:35+00:00,submit application,,,['Angela Schmidt'],['Application[770125]'],,
339,340,2019-06-03 15:02:44+00:00,assign recruiter,,,,['Application[770121]'],"['Dionne Hense', 'Dionne Kershaw', 'Simon Hense']",
340,341,2019-06-03 15:11:01+00:00,first screening,,,,['Application[770050]'],['Jana Keane'],
341,342,2019-06-03 15:31:45+00:00,assign recruiter,,,,['Application[770095]'],"['Simon Keane', 'Jana Keane', 'Jana Meister']",
342,343,2019-06-03 15:44:11+00:00,check references,,,,['Application[770006]'],"['Jana Keane', 'Simon Kershaw']",
343,344,2019-06-03 15:51:30+00:00,submit application,['Vacancy[550010] - Programmer'],,['Dave Johnson'],['Application[770126]'],,
344,345,2019-06-03 16:18:14+00:00,assign recruiter,,,,['Application[770078]'],"['Dionne Kershaw', 'Simon Keane', 'Ed Meister']",
345,346,2019-06-03 16:54:35+00:00,assign recruiter,,,,['Application[770085]'],"['Ed Kershaw', 'Ed Geisler', 'Simon Geisler']",
346,347,2019-06-03 17:27:20+00:00,submit application,['Vacancy[550008] - Consultant'],,['Andre Zimmermann'],['Application[770127]'],,
347,348,2019-06-03 19:23:19+00:00,submit application,,,['Ray Johnson'],['Application[770128]'],,
348,349,2019-06-03 20:52:36+00:00,open vacancy,['Vacancy[550022] - Programmer'],['Vaishnavi Sashikanth'],,,,
349,350,2019-06-03 21:15:17+00:00,submit application,,,['Toon Zimmermann'],['Application[770129]'],,
350,351,2019-06-04 04:53:51+00:00,submit application,,,['Johan Schmidt'],['Application[770130]'],,
351,352,2019-06-04 07:20:07+00:00,first screening,,,,['Application[770115]'],['Dionne Meister'],
352,353,2019-06-04 07:27:05+00:00,first screening,,,,['Application[770078]'],['Dionne Kershaw'],
353,354,2019-06-04 08:01:34+00:00,submit application,,,['Chun Weber'],['Application[770131]'],,
354,355,2019-06-04 08:02:28+00:00,assign recruiter,,,,['Application[770124]'],"['Jana Keane', 'Simon Geisler', 'Simon Kershaw']",
355,356,2019-06-04 08:07:18+00:00,first screening,,,,['Application[770075]'],['Simon Kershaw'],
356,357,2019-06-04 08:33:05+00:00,assign recruiter,,,,['Application[770111]'],"['Jana Kershaw', 'Simon Kershaw', 'Simon Geisler']",
357,358,2019-06-04 08:34:49+00:00,check references,,,,['Application[770076]'],"['Jana Keane', 'Dionne Hense']",
358,359,2019-06-04 08:40:31+00:00,send rejection,,,['Andre Lopez'],['Application[770039]'],['Jana Meister'],
359,360,2019-06-04 08:45:54+00:00,submit application,['Vacancy[550020] - Consultant'],,['Toon Neumann'],['Application[770132]'],,
360,361,2019-06-04 08:50:47+00:00,assign recruiter,,,,['Application[770044]'],"['Jana Kershaw', 'Ed Hense', 'Ed Kershaw']",
361,362,2019-06-04 09:00:43+00:00,assign recruiter,,,,['Application[770062]'],"['Ed Keane', 'Jana Geisler', 'Ed Geisler']",
362,363,2019-06-04 09:45:47+00:00,send rejection,,,['Angela Wang'],['Application[770075]'],['Simon Kershaw'],
363,364,2019-06-04 09:45:51+00:00,first screening,,,,['Application[770018]'],['Dionne Geisler'],
364,365,2019-06-04 09:46:19+00:00,assign vacancy,['Vacancy[550016] - Manager'],,,['Application[770085]'],,
365,366,2019-06-04 10:16:07+00:00,submit application,['Vacancy[550007] - Consultant'],,['Vanessa Wagner'],['Application[770133]'],,
366,367,2019-06-04 11:03:13+00:00,check references,,,,['Application[770017]'],"['Ed Meister', 'Dionne Keane']",
367,368,2019-06-04 11:16:34+00:00,submit application,,,['Sue Jansen'],['Application[770134]'],,
368,369,2019-06-04 11:35:02+00:00,assign recruiter,,,,['Application[770127]'],"['Dionne Keane', 'Dionne Meister', 'Jana Hense']",
369,370,2019-06-04 11:48:31+00:00,send rejection,,,['Dave Jones'],['Application[770105]'],['Simon Kershaw'],
370,371,2019-06-04 11:49:57+00:00,first screening,,,,['Application[770057]'],['Jana Keane'],
371,372,2019-06-04 11:59:56+00:00,assign recruiter,,,,['Application[770102]'],"['Simon Meister', 'Simon Geisler', 'Dionne Geisler']",
372,373,2019-06-04 12:03:53+00:00,check references,,,,['Application[770081]'],"['Ed Meister', 'Jana Keane']",
373,374,2019-06-04 12:17:28+00:00,submit application,,,['Dave Schmidt'],['Application[770135]'],,
374,375,2019-06-04 12:45:24+00:00,assign recruiter,,,,['Application[770125]'],"['Simon Kershaw', 'Simon Keane', 'Ed Geisler']",
375,376,2019-06-04 13:03:51+00:00,open vacancy,['Vacancy[550023] - Consultant'],['Vaishnavi Sashikanth'],,,,
376,377,2019-06-04 13:11:50+00:00,first screening,,,,['Application[770119]'],['Jana Keane'],
377,378,2019-06-04 13:16:09+00:00,check references,,,,['Application[770088]'],"['Dionne Meister', 'Jana Kershaw']",
378,379,2019-06-04 13:19:15+00:00,submit application,,,['Andre Davis'],['Application[770136]'],,
379,380,2019-06-04 13:47:29+00:00,first screening,,,,['Application[770121]'],['Dionne Hense'],
380,381,2019-06-04 13:47:34+00:00,assign vacancy,['Vacancy[550001] - Manager'],,,['Application[770111]'],,
381,382,2019-06-04 13:52:45+00:00,assign recruiter,,,,['Application[770096]'],"['Simon Hense', 'Jana Hense', 'Dionne Meister']",
382,383,2019-06-04 13:56:17+00:00,check references,,,,['Application[770045]'],"['Jana Geisler', 'Dionne Geisler']",
383,384,2019-06-04 13:58:45+00:00,assign recruiter,,,,['Application[770086]'],"['Ed Meister', 'Jana Meister', 'Jana Hense']",
384,385,2019-06-04 14:05:14+00:00,check references,,,,['Application[770061]'],"['Dionne Keane', 'Simon Hense']",
385,386,2019-06-04 14:21:34+00:00,check references,,,,['Application[770037]'],"['Jana Hense', 'Jana Kershaw']",
386,387,2019-06-04 14:22:50+00:00,submit application,,,['Jorge Park'],['Application[770137]'],,
387,388,2019-06-04 14:31:56+00:00,assign recruiter,,,,['Application[770043]'],"['Jana Geisler', 'Ed Keane', 'Ed Kershaw']",
388,389,2019-06-04 14:36:07+00:00,first screening,,,,['Application[770095]'],['Simon Keane'],
389,390,2019-06-04 14:43:04+00:00,assign recruiter,,,,['Application[770122]'],"['Jana Meister', 'Dionne Keane', 'Simon Keane']",
390,391,2019-06-04 14:50:14+00:00,assign recruiter,,,,['Application[770097]'],"['Simon Meister', 'Dionne Keane', 'Simon Hense']",
391,392,2019-06-04 15:15:23+00:00,assign vacancy,['Vacancy[550010] - Programmer'],,,['Application[770125]'],,
392,393,2019-06-04 15:30:00+00:00,submit application,,,['Sue Schmidt'],['Application[770138]'],,
393,394,2019-06-04 15:52:10+00:00,first screening,,,,['Application[770102]'],['Simon Meister'],
394,395,2019-06-04 16:17:42+00:00,assign vacancy,['Vacancy[550011] - Programmer'],,,['Application[770033]'],,
395,396,2019-06-04 16:38:29+00:00,first screening,,,,['Application[770033]'],['Ed Meister'],
396,397,2019-06-04 16:44:19+00:00,submit application,,,['Andre Lopez'],['Application[770139]'],,
397,398,2019-06-04 16:54:15+00:00,assign vacancy,['Vacancy[550023] - Consultant'],,,['Application[770043]'],,
398,399,2019-06-04 17:09:36+00:00,first screening,,,,['Application[770080]'],['Jana Keane'],
399,400,2019-06-04 18:41:37+00:00,submit application,['Vacancy[550013] - Manager'],,['Pete Zimmermann'],['Application[770140]'],,
400,401,2019-06-04 20:51:53+00:00,submit application,['Vacancy[550007] - Consultant'],,['Lisa Jansen'],['Application[770141]'],,
401,402,2019-06-05 04:11:51+00:00,open vacancy,['Vacancy[550024] - Consultant'],['Martin Klenk'],,,,
